# Generated with anguilla 0.0.6, numpy 1.19.5
# Machine: Intel(R) Core(TM) i7-4870HQ CPU @ 2.50GHz, 8 cores
# OS: Linux 4.19.121-linuxkit
# Python: 3.8.6
# Optimizer: (100+100)-MO-CMA-ES-I
# Function: GELLI3(a=1.00E+03, d=2.00): 10 -> 3
# Initial step size: 1.0
# Reference point: None
# Trial seed: entropy=90508458, spawn_key=(2132,)
# Function-specific seed: None
# Trial: 8
# Evaluations: 35000
# Elapsed time (wall-clock): 26.40s
# Observation: fitness
# 
6.644866273347117769e+00,1.156729971679597746e+01,6.822738833613179565e+00
6.388800982243621362e+00,1.131587522979155125e+01,6.856966237681596965e+00
6.147303733010304860e+00,1.107710316915834170e+01,6.627763794848831935e+00
6.357779881595114091e+00,1.132074166984174290e+01,6.857362404892114682e+00
6.365642850404185538e+00,1.128997815130058768e+01,6.859084688968722254e+00
6.624364517715547684e+00,1.155437670123373017e+01,6.822943221857406648e+00
6.235748706353641424e+00,1.115788290157260398e+01,6.680687226782580090e+00
6.335922608965131708e+00,1.128275134727995344e+01,6.663688294751107577e+00
6.410343794616144564e+00,1.117133304022702944e+01,6.762820453818154220e+00
6.295166595076568505e+00,1.122407798167290771e+01,6.753623313892705760e+00
6.398847074959440384e+00,1.135483368036654461e+01,6.727939347972852424e+00
6.553613129434030959e+00,1.159114142969769823e+01,6.845315454990401172e+00
6.559494662449170121e+00,1.146528120571003129e+01,6.674708371305182908e+00
6.180356047207741454e+00,1.111089974698172789e+01,6.687066591363103996e+00
6.179053185120063851e+00,1.110896783358323603e+01,6.650729568730276320e+00
6.168156631209734897e+00,1.112286822612020742e+01,6.520447340925862534e+00
6.348118130694472505e+00,1.128524784756073096e+01,6.851779572321206047e+00
6.420774752311673161e+00,1.113076257674704550e+01,6.792561348656257714e+00
6.413861519122157517e+00,1.108873402416636011e+01,6.635764224026732272e+00
6.375894000005766671e+00,1.132018709222224295e+01,6.819401657316490173e+00
6.369411587123652296e+00,1.127958101705596761e+01,6.822329030045390930e+00
6.510587918781419070e+00,1.128157925361806768e+01,6.856161291353436660e+00
6.298414083241707928e+00,1.123327183310012778e+01,6.760327986419195412e+00
6.278896230271220347e+00,1.120927945314601182e+01,6.749180834044860688e+00
6.323579985470445308e+00,1.127081288777598367e+01,6.723532144652982545e+00
6.299685848548415734e+00,1.124938043907215324e+01,6.755388549397697950e+00
6.498002494071892343e+00,1.154109304704394923e+01,6.765207929936852160e+00
6.498999818599737743e+00,1.123530701867528236e+01,6.888043707134856142e+00
6.680850671442038369e+00,1.166260098455829386e+01,6.738247663750410510e+00
6.277464136598874589e+00,1.121914400815160917e+01,6.749663963692267288e+00
6.090453066123312276e+00,1.099669634398845552e+01,6.578359985246447827e+00
6.565016505144069647e+00,1.156730323393865767e+01,6.616836407018809041e+00
6.257501059997985671e+00,1.120427007910600459e+01,6.714505192346195805e+00
6.077965191756238283e+00,1.101342752038454798e+01,6.607558450283145035e+00
6.287372261812884666e+00,1.124953831711882124e+01,6.748808901090705525e+00
6.207934803274831381e+00,1.114364534283259900e+01,6.718594885871342015e+00
6.162724966796321979e+00,1.107469178968683465e+01,6.621948535008413295e+00
6.401053189131258314e+00,1.112605703214782693e+01,6.780292550968510135e+00
6.269120657958020537e+00,1.120385350934678215e+01,6.764251042091381727e+00
6.328518327369006435e+00,1.128480689472318410e+01,6.825675254975866579e+00
6.495708785374677774e+00,1.126387202890954597e+01,6.936406607888525144e+00
6.351619843417786626e+00,1.131018456181593379e+01,6.841333296277849918e+00
6.669578956535359815e+00,1.167185976610571885e+01,6.698146279412134696e+00
6.296053952869775650e+00,1.122463799529478123e+01,6.801675088130433089e+00
6.061393533253811583e+00,1.100553420546672001e+01,6.404195883957184421e+00
6.190750325118727915e+00,1.115793471111390289e+01,6.588407005406062389e+00
