# Generated with Shark 4.1.x
# Global seed: 3498
# Function: DTLZ7: 30 -> 3
# Optimizer: (100+1)-MO-CMA-ES-P
# Trial: 18
# Evaluations: 40000
# Observation: fitness
0.7468421745,0.7252532458,3.635337446
0.732255501,0.7730101736,3.418955792
0.24722619,0.1921143123,5.194719016
0.09367126228,0.1486028685,5.53890662
0.2413870154,0.7544834143,4.264604321
0.2464321099,0.7697410351,4.168233116
0.2055031742,0.2486989288,5.175907989
0,0.1307041907,5.746027618
0.7493064372,0.8031242155,3.15041236
0.6956642532,0,5.116571518
0.1638872956,0.09859838032,5.494688004
0.1103245016,0.2509984074,5.367740071
0.2464646861,0.6749100974,4.846256625
0.6723847324,0.2129041463,4.885486304
0.2358218077,0.2205580791,5.163424387
0.2468346026,0.06603171915,5.468974566
0.09602028845,0.8024344206,4.257385886
0.2500496098,0.1165989739,5.352765678
0.7490602355,0,4.725986193
0.8193826381,0,4.368307094
0.3966065116,0,16.53730267
0.669861874,0,5.309968874
0.1398010923,0.7698029901,4.31916776
0.6822332833,0.2413277702,4.792699146
0.2303014291,0.8057112484,3.995315542
0.2331173169,0.0388871314,5.525185806
0.6463246216,0.2280091771,5.057868073
0.152788862,0.812211426,4.087344788
0,0.08418982389,5.855800376
0.2399429765,0.7274964745,4.452995139
0.6950967841,0.2474844247,4.694292661
0.1097689641,0.082152518,5.656277118
0.7307659152,0.135667504,4.588544573
0.7220160283,0.2461474905,4.491788148
0.03807023247,0.229814145,5.52844631
0.7918585679,0.7710136168,3.063197724
0.1489698645,0.1608195409,5.382732573
0,0.6712781797,5.299555586
0.09559867055,0.6693110742,5.143466598
0.2055448387,0.7179110358,4.551239934
0.7884013088,0.205740322,4.095152675
0.6868849825,0.6873776489,4.362316714
0.1826123228,0,5.636833659
0,0,6
0.7092462524,0.220870313,4.60016804
0,0,18.04839555
0.1589679217,0.243965223,5.256480273
0.7872950535,0,4.498366315
0.1863156671,0.2250822146,5.213649171
0.6946114239,0.7432266946,3.890383479
0.0715565723,0,5.883761176
0.78201607,0.7397859216,3.315471563
0.1355826415,0.2370600592,5.31077719
0.06230870754,0.2504083463,5.476376862
0.2311671595,0.7867266078,4.08031258
0.6587909873,0.2408739182,4.96486433
0.2179196405,0.741894879,4.364165026
0.7977675024,0.2438252253,4.022893393
0.864016831,0.8592383764,2.614848688
0.7950912132,0.093076101,4.296255704
0.8030546448,0.697204036,3.531262084
0.2420614671,0.8270458045,3.921819856
0.1267550395,0,5.755352282
0,0.1770266026,5.646789974
0.08809743494,0.2265723115,5.428893417
0.7010883013,0.7955276561,3.53434745
0.243469299,0.6479329398,5.039981592
0.2491360893,0.7039228612,4.627225156
0.1348299876,0.7094845111,4.74827611
0.7604300207,0.06354689757,4.552317644
0.7060756959,0.1154665471,4.819912527
0.8101393853,0.1395048772,4.124536943
0.8142985676,0.2374862468,3.960464097
0.2284945886,0.6908312281,4.733910388
0.6732248007,0.7894399327,3.772903311
0.7470043122,0.2473160893,4.313343614
0.8344248287,0.2281116592,3.912164195
0.7144790785,0.7032264379,4.033578266
0.7989564379,0.8062981728,2.857091903
0,0.7542113373,4.691738809
0,0.245962187,5.573625134
0,0.7260205559,4.888698196
0.2129076044,0.6626018578,4.956861815
0.2463398409,0,5.573567568
0,0.7842296901,4.514033757
0,0.7004430844,5.080328125
0.1062298629,0.7452370068,4.556291565
0,0.8159462698,4.379038318
0.2467219876,0.2505197882,5.14671941
0.2428811879,0.1627265018,5.248907324
0.1173155787,0.6880714004,4.951891908
0.2373489292,0.09366288625,5.410031444
0.7737714186,0.2420241221,4.145675356
0.722090252,0,4.917642704
0.7598334896,0.1467078239,4.364637844
0.2198940178,0.1414215011,5.308446804
0.7602352011,0.236505476,4.229319282
0.7763898167,0.6814012828,3.780648368
0.7355150998,0.2271083297,4.401662507
0.6745130789,0.1226953039,5.040647227
