# Generated with anguilla 0.0.18, numpy 1.20.1
# Machine: Intel(R) Core(TM) i7-8565U CPU @ 1.80GHz, 8 cores
# OS: Linux 5.10.15-200.fc33.x86_64
# Python: 3.8.6
# Optimizer: (100+100)-MO-CMA-ES-I
# Function: ELLI1(a=1.00E+03): 10 -> 2
# Initial step size: 1.0
# Reference point: None
# Trial seed: entropy=90508458, spawn_key=(1029,)
# Function-specific seed: None
# Trial: 5
# Evaluations: 20000
# Elapsed time (wall-clock): 7.10s
# Observation: fitness
# 
3.907419354642839293e-01,8.032004840506425450e-03
1.397291724934476842e-01,1.158035092276401834e-01
1.437108160309207572e-01,1.122816600042526591e-01
2.831445219401026447e-01,3.349425450028008927e-02
1.696289379389359989e-02,3.411272294505423575e-01
3.360881253247822165e-01,1.812760868445198112e-02
3.218922589269105350e-01,2.168849562090481228e-02
3.145683935065030860e-04,4.870785641331712990e-01
3.467630902227107348e-01,1.587596029348404408e-02
2.766234853594542464e-01,3.557260562826481537e-02
1.275870555770225179e-01,1.276652058977773563e-01
7.121463768654426318e-02,2.001118675881445319e-01
1.222875160627452940e-01,1.329097643868705214e-01
4.270657426686385628e-03,4.218051169259625643e-01
2.390897084913143067e-01,5.076187599428325092e-02
2.526439878034540398e-01,4.478136415779568336e-02
2.454271406056577898e-01,4.810543560242376560e-02
3.132835856590165391e-01,2.392764660820924719e-02
6.659945639383857419e-02,2.082337579350412027e-01
1.357158307311191192e-01,1.196661779719659091e-01
8.675423563270348581e-02,1.760882927649769780e-01
2.075062113165323519e-01,6.700490571377952509e-02
1.312224171098881620e-01,1.239887163823448352e-01
2.345903528002000471e-01,5.283636302964236919e-02
3.447105569365582767e-02,2.792990251884830966e-01
1.879025733792820951e-01,7.880288778143003381e-02
1.170885348526710078e-02,3.674666922395854463e-01
3.101591153847556986e-02,2.895672783451768706e-01
1.709985853812667489e-01,9.049559028783812908e-02
1.662100063493787139e-01,9.398411506734026533e-02
2.351510472780047462e-02,3.144427555559694554e-01
4.240495526598497128e-02,2.583675118110801416e-01
7.479209141095044533e-02,1.943882513368177245e-01
1.967160444808275788e-01,7.342493865004373621e-02
7.824840904133117947e-02,1.893308150178621418e-01
4.552263363621223552e-02,2.508750083081047189e-01
1.834033774528254779e-01,8.175671092329409029e-02
2.899561661080142239e-01,3.092193434319943923e-02
5.543215229455979859e-02,2.292550450627164893e-01
2.137202677748731294e-02,3.237919116585151191e-01
8.128596159316836545e-02,1.845653429366066467e-01
2.677336036279870379e-01,3.877159433973380309e-02
1.150957887281988312e-03,4.636061052686978878e-01
2.140110673007543114e-03,4.464752414562525029e-01
5.793263523046502522e-02,2.243037914665237664e-01
1.622266647995256328e-01,9.702267486653808060e-02
4.025296358180486811e-01,6.590882287296519204e-03
1.010847945476191917e-02,3.772117450381302639e-01
4.287048879229884424e-01,3.604761847359673910e-03
1.582733901538379007e-01,1.001661365932891706e-01
6.290849862829947514e-02,2.149581093627994932e-01
3.030009263632729710e-01,2.698493263790171029e-02
2.956545390935583772e-01,2.927602387903825015e-02
8.539278893538950269e-03,3.872286091370200634e-01
2.208374599202793109e-01,5.968130099600071209e-02
8.946795447046283767e-02,1.722460335745025772e-01
4.434514318486468820e-01,2.457073539875052805e-03
3.702356486313457817e-01,1.131734104539624738e-02
6.756863004296759234e-03,3.994980341549275171e-01
6.115481901350048460e-02,2.179453018757410432e-01
1.185603808612704230e-01,1.369621178412951112e-01
2.800307905793250618e-02,2.992257916153143738e-01
1.760119789206052721e-01,8.679781119219101559e-02
1.357838597792612213e-02,3.576707984327019418e-01
8.398825187075810439e-02,1.801338358466630651e-01
3.278464453643362697e-01,2.018894266066488183e-02
4.959802565671626889e-05,5.120752011931983816e-01
2.171319077881083415e-01,6.167092464471066876e-02
2.257380564131290790e-01,5.735272992335318371e-02
5.159067395960535984e-01,2.541235849208534309e-04
2.117677707166826240e-01,6.479541780754689839e-02
2.650061080699216837e-02,3.040533869322117333e-01
3.661429298345900141e-02,2.733477342243649799e-01
1.911936028123567832e-01,7.675424953901052727e-02
1.537248859810539381e-01,1.043157064839305564e-01
3.581604898354772137e-01,1.347745717877737483e-02
2.295956038209187866e-01,5.527739208315274322e-02
2.021681775576668894e-01,7.015080212328979326e-02
1.902723388624771167e-02,3.322570461481686444e-01
4.563323401534845059e-01,1.626254550384735988e-03
6.873874980888419750e-02,2.045465434069513866e-01
2.607416562104301061e-01,4.146032770913275767e-02
3.198695483283485377e-03,4.335308998825173066e-01
3.950820496843693297e-02,2.657952717872100190e-01
1.148323814144549954e-01,1.411099600861819570e-01
5.320274043919971663e-02,2.339696436350245934e-01
1.040336083347049717e-01,1.537578137342956730e-01
4.841132339968725051e-01,4.067880858200068582e-04
3.790193394301099028e-01,9.836232260674605474e-03
1.549251634322662205e-02,3.482366220184177630e-01
1.492536710782557674e-01,1.076459594707177003e-01
4.812164105799759950e-02,2.447996297430260204e-01
5.050750913463530889e-02,2.397072592383208134e-01
5.461034001362271434e-03,4.104105321103450055e-01
9.318804888152347476e-02,1.673758822467276697e-01
9.613305543512422335e-02,1.636439569316542608e-01
1.072392007847128015e-01,1.500828862564290433e-01
1.102946754527686646e-01,1.461593045653847567e-01
1.008285917762529460e-01,1.575060880621021453e-01
4.172000848333287104e-01,4.926142821737360990e-03
